LineId,type,time,Content,EventId,EventTemplate,ParameterList
3373,SERVICE_START,1583916796.038:113,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ephemeral-disk-warning comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=ephemeral-disk-warning"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3374,NETFILTER_CFG,1583916796.246:114,table=security family=2 entries=0,10851a30,table=security family=<*> entries=<*>,"['2', '0']"
3375,SYSCALL,1583916796.246:114,"arch=c000003e syscall=313 success=yes exit=0 a0=0 a1=55ec6ebc2d2e a2=0 a3=0 items=0 ppid=44 pid=2172 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""modprobe"" exe=""/bin/kmod"" key=(null)ARCH=x86_64 SYSCALL=finit_module AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",6b556aa9,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(none) ses=<*> <*> <*> <*> <*> AUID=""unset"" <*> <*> <*> <*> <*> <*> <*> <*>","['313 success=yes', '0', 'a0=0 a1=55ec6ebc2d2e', '0 a3=0', '0', '44', '2172', '4294967295', '0', '0', '0', '0', '0', '0', '0', '0', '4294967295', 'comm=""modprobe""', 'exe=""/bin/kmod"" key=(null)\x1dARCH=x86_64 SYSCALL=finit_module', 'UID=""root""', 'GID=""root""', 'EUID=""root""', 'SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""']"
3376,KERN_MODULE,1583916796.246:114,"name=""iptable_security""",6cfd83c2,"name=""iptable_security""",[]
3377,PROCTITLE,1583916796.246:114,proctitle=2F7362696E2F6D6F6470726F6265002D71002D2D0069707461626C655F7365637572697479,eeb56e84,proctitle=2F7362696E2F6D6F6470726F6265002D71002D2D0069707461626C655F<*>,['7365637572697479']
3378,NETFILTER_CFG,1583916796.278:115,table=security family=2 entries=4,10851a30,table=security family=<*> entries=<*>,"['2', '4']"
3379,SYSCALL,1583916796.278:115,"arch=c000003e syscall=54 success=yes exit=0 a0=4 a1=0 a2=40 a3=556c58b26880 items=0 ppid=2141 pid=2144 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""iptables"" exe=""/sbin/xtables-multi"" key=(null)ARCH=x86_64 SYSCALL=setsockopt AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",6b556aa9,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(none) ses=<*> <*> <*> <*> <*> AUID=""unset"" <*> <*> <*> <*> <*> <*> <*> <*>","['54 success=yes', '0', 'a0=4 a1=0', '40 a3=556c58b26880', '0', '2141', '2144', '4294967295', '0', '0', '0', '0', '0', '0', '0', '0', '4294967295', 'comm=""iptables""', 'exe=""/sbin/xtables-multi"" key=(null)\x1dARCH=x86_64 SYSCALL=setsockopt', 'UID=""root""', 'GID=""root""', 'EUID=""root""', 'SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""']"
3380,PROCTITLE,1583916796.278:115,proctitle=69707461626C6573002D77002D74007365637572697479002D4C004F5554505554002D2D7A65726F004F5554505554002D6E7876,84c4ac86,proctitle=69707461626C6573002D77002D74007365637572697479002D4C004F5554505554002D2D7A65726F004F5554505554002D6E<*>,['7876']
3381,NETFILTER_CFG,1583916796.454:116,table=security family=2 entries=4,10851a30,table=security family=<*> entries=<*>,"['2', '4']"
3382,SYSCALL,1583916796.454:116,"arch=c000003e syscall=54 success=yes exit=0 a0=4 a1=0 a2=40 a3=5613ab86b010 items=0 ppid=2201 pid=2202 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""iptables"" exe=""/sbin/xtables-multi"" key=(null)ARCH=x86_64 SYSCALL=setsockopt AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",6b556aa9,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(none) ses=<*> <*> <*> <*> <*> AUID=""unset"" <*> <*> <*> <*> <*> <*> <*> <*>","['54 success=yes', '0', 'a0=4 a1=0', '40 a3=5613ab86b010', '0', '2201', '2202', '4294967295', '0', '0', '0', '0', '0', '0', '0', '0', '4294967295', 'comm=""iptables""', 'exe=""/sbin/xtables-multi"" key=(null)\x1dARCH=x86_64 SYSCALL=setsockopt', 'UID=""root""', 'GID=""root""', 'EUID=""root""', 'SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""']"
3383,PROCTITLE,1583916796.454:116,proctitle=69707461626C6573002D77002D74007365637572697479002D41004F5554505554002D64003136382E36332E3132392E3136002D7000746370002D6D006F776E6572002D2D7569642D6F776E65720030002D6A00414343455054,d46a2bc1,proctitle=69707461626C6573002D77002D74007365637572697479002D41004F5554505554002D64003136382E36332E3132392E3136002D7000746370002D6D006F776E6572002D2D7569642D6F776E65720030002D6A<*>,['00414343455054']
3384,NETFILTER_CFG,1583916796.458:117,table=security family=2 entries=5,10851a30,table=security family=<*> entries=<*>,"['2', '5']"
3385,SYSCALL,1583916796.458:117,"arch=c000003e syscall=54 success=yes exit=0 a0=4 a1=0 a2=40 a3=559aec4db010 items=0 ppid=2203 pid=2204 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""iptables"" exe=""/sbin/xtables-multi"" key=(null)ARCH=x86_64 SYSCALL=setsockopt AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",6b556aa9,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(none) ses=<*> <*> <*> <*> <*> AUID=""unset"" <*> <*> <*> <*> <*> <*> <*> <*>","['54 success=yes', '0', 'a0=4 a1=0', '40 a3=559aec4db010', '0', '2203', '2204', '4294967295', '0', '0', '0', '0', '0', '0', '0', '0', '4294967295', 'comm=""iptables""', 'exe=""/sbin/xtables-multi"" key=(null)\x1dARCH=x86_64 SYSCALL=setsockopt', 'UID=""root""', 'GID=""root""', 'EUID=""root""', 'SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""']"
3386,PROCTITLE,1583916796.458:117,proctitle=69707461626C6573002D77002D74007365637572697479002D41004F5554505554002D64003136382E36332E3132392E3136002D7000746370002D6D00636F6E6E747261636B002D2D6374737461746500494E56414C49442C4E4557002D6A0044524F50,c55634be,proctitle=69707461626C6573002D77002D74007365637572697479002D41004F5554505554002D64003136382E36332E3132392E3136002D7000746370002D6D00636F6E6E747261636B002D2D6374737461746500494E56414C49442C4E4557002D6A0044524F<*>,['50']
3387,SERVICE_START,1583916798.542:118,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=mysql comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=mysql"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3388,SYSTEM_RUNLEVEL,1583916798.578:119,"pid=2323 uid=0 auid=4294967295 ses=4294967295 msg='old-level=N new-level=5 comm=""systemd-update-utmp"" exe=""/lib/systemd/systemd-update-utmp"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",50550122,"pid=<*> uid=<*> auid=<*> ses=<*> msg='old-level=N new-level=<*> comm=""systemd-update-utmp"" exe=""/lib/systemd/systemd-update-utmp"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""","['2323', '0', '4294967295', '4294967295', '5']"
3389,SERVICE_START,1583916798.590:120,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-update-utmp-runlevel comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=systemd-update-utmp-runlevel"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3390,SERVICE_STOP,1583916798.590:121,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-update-utmp-runlevel comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=systemd-update-utmp-runlevel"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3391,NETFILTER_CFG,1583916798.950:122,table=filter family=2 entries=0,21e15ecb,table=filter family=<*> entries=<*>,"['2', '0']"
3392,SYSCALL,1583916798.950:122,"arch=c000003e syscall=313 success=yes exit=0 a0=0 a1=5560a6e62d2e a2=0 a3=0 items=0 ppid=150 pid=2487 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""modprobe"" exe=""/bin/kmod"" key=(null)ARCH=x86_64 SYSCALL=finit_module AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",6b556aa9,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(none) ses=<*> <*> <*> <*> <*> AUID=""unset"" <*> <*> <*> <*> <*> <*> <*> <*>","['313 success=yes', '0', 'a0=0 a1=5560a6e62d2e', '0 a3=0', '0', '150', '2487', '4294967295', '0', '0', '0', '0', '0', '0', '0', '0', '4294967295', 'comm=""modprobe""', 'exe=""/bin/kmod"" key=(null)\x1dARCH=x86_64 SYSCALL=finit_module', 'UID=""root""', 'GID=""root""', 'EUID=""root""', 'SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""']"
3393,KERN_MODULE,1583916798.950:122,"name=""iptable_filter""",e4a6a9dd,"name=""iptable_filter""",[]
3394,PROCTITLE,1583916798.950:122,proctitle=2F7362696E2F6D6F6470726F6265002D71002D2D0069707461626C655F66696C746572,1dd2dc1b,proctitle=2F7362696E2F6D6F6470726F6265002D71002D2D0069707461626C655F66696C<*>,['746572']
3395,NETFILTER_CFG,1583916798.978:123,table=filter family=10 entries=0,21e15ecb,table=filter family=<*> entries=<*>,"['10', '0']"
3396,SYSCALL,1583916798.978:123,"arch=c000003e syscall=313 success=yes exit=0 a0=0 a1=55c062b92d2e a2=0 a3=0 items=0 ppid=150 pid=2503 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""modprobe"" exe=""/bin/kmod"" key=(null)ARCH=x86_64 SYSCALL=finit_module AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",6b556aa9,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(none) ses=<*> <*> <*> <*> <*> AUID=""unset"" <*> <*> <*> <*> <*> <*> <*> <*>","['313 success=yes', '0', 'a0=0 a1=55c062b92d2e', '0 a3=0', '0', '150', '2503', '4294967295', '0', '0', '0', '0', '0', '0', '0', '0', '4294967295', 'comm=""modprobe""', 'exe=""/bin/kmod"" key=(null)\x1dARCH=x86_64 SYSCALL=finit_module', 'UID=""root""', 'GID=""root""', 'EUID=""root""', 'SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""']"
3397,KERN_MODULE,1583916798.978:123,"name=""ip6table_filter""",fd3767e5,"name=""ip6table_filter""",[]
3398,PROCTITLE,1583916798.978:123,proctitle=2F7362696E2F6D6F6470726F6265002D71002D2D006970367461626C655F66696C746572,ed8847de,proctitle=2F7362696E2F6D6F6470726F6265002D71002D2D006970367461626C655F66696C<*>,['746572']
3399,SERVICE_START,1583916799.326:124,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=cloud-final comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=cloud-final"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3400,SERVICE_START,1583916799.682:125,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=upower comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=upower"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3401,USER_END,1583916799.782:126,"pid=1887 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_close acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1887', '0', '4294967295', '4294967295', ""msg='op=PAM:session_close"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3402,CRED_DISP,1583916799.782:127,"pid=1887 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1887', '0', '4294967295', '4294967295', ""msg='op=PAM:setcred"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3403,SERVICE_START,1583916799.810:128,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user@126 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=user@126"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3404,SERVICE_STOP,1583916799.810:129,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user@126 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=user@126"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3405,USER_AUTH,1583916799.826:130,"pid=2556 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2556', '0', '4294967295', '4294967295', ""msg='op=PAM:authentication"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3406,USER_ACCT,1583916799.826:131,"pid=2556 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2556', '0', '4294967295', '4294967295', ""msg='op=PAM:accounting"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3407,CRED_ACQ,1583916799.826:132,"pid=2556 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2556', '0', '4294967295', '4294967295', ""msg='op=PAM:setcred"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3408,USER_ACCT,1583916799.842:133,"pid=2562 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2562', '0', '4294967295', '4294967295', ""msg='op=PAM:accounting"", 'acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3409,CRED_ACQ,1583916799.842:134,"pid=2562 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2562', '0', '4294967295', '4294967295', ""msg='op=PAM:setcred"", 'acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3410,LOGIN,1583916799.842:135,"pid=2562 uid=0 old-auid=4294967295 auid=126 tty=(none) old-ses=4294967295 ses=2 res=1UID=""root"" OLD-AUID=""unset"" AUID=""gdm""",8f45cbf9,"pid=<*> uid=<*> old-auid=<*> auid=<*> tty=(none) old-ses=<*> ses=<*> res=<*>UID=""root"" OLD-AUID=""unset"" <*>","['2562', '0', '4294967295', '126', '4294967295', '2', '1', 'AUID=""gdm""']"
3411,USER_START,1583916799.842:136,"pid=2562 uid=0 auid=126 ses=2 msg='op=PAM:session_open acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""gdm""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2562', '0', '126', '2', ""msg='op=PAM:session_open"", 'acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""gdm""']"
3412,SERVICE_START,1583916799.882:137,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user@126 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=user@126"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3413,USER_START,1583916799.882:138,"pid=2556 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_open acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2556', '0', '4294967295', '4294967295', ""msg='op=PAM:session_open"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3414,USER_END,1583916799.954:139,"pid=2556 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_close acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2556', '0', '4294967295', '4294967295', ""msg='op=PAM:session_close"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3415,CRED_DISP,1583916799.954:140,"pid=2556 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2556', '0', '4294967295', '4294967295', ""msg='op=PAM:setcred"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3416,SERVICE_STOP,1583916799.986:141,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user@126 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=user@126"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3417,USER_AUTH,1583916799.990:142,"pid=2593 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['2593', '0', '4294967295', '4294967295', ""msg='op=PAM:authentication"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
