LineId,type,time,Content,EventId,EventTemplate,ParameterList
3323,SERVICE_STOP,1583916791.662:63,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ntp-systemd-netif comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=ntp-systemd-netif"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3324,SERVICE_START,1583916791.674:64,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=pppd-dns comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=pppd-dns"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3325,SERVICE_STOP,1583916791.674:65,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=pppd-dns comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=pppd-dns"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3326,SERVICE_STOP,1583916791.674:66,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=hv-fcopy-daemon comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=failed'UID=""root"" AUID=""unset""",6d43a4de,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> <*> <*> res=failed'UID=""root"" AUID=""unset""","['1', '0', '4294967295', '4294967295', ""msg='unit=hv-fcopy-daemon"", 'comm=""systemd""', 'exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=?']"
3327,SERVICE_START,1583916791.686:67,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=gpu-manager comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=gpu-manager"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3328,SERVICE_STOP,1583916791.686:68,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=gpu-manager comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=gpu-manager"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3329,SERVICE_START,1583916791.694:69,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-logind comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=systemd-logind"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3330,SERVICE_START,1583916791.714:70,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=avahi-daemon comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=avahi-daemon"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3331,SERVICE_START,1583916791.734:71,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=cups-browsed comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=cups-browsed"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3332,SERVICE_START,1583916791.898:72,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=grub-common comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=grub-common"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3333,SERVICE_START,1583916791.986:73,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=polkit comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=polkit"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3334,SERVICE_START,1583916792.074:74,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=accounts-daemon comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=accounts-daemon"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3335,SERVICE_START,1583916792.226:75,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=wpa_supplicant comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=wpa_supplicant"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3336,SERVICE_START,1583916792.450:76,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=udisks2 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=udisks2"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3337,SERVICE_START,1583916792.534:77,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ModemManager comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=ModemManager"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3338,SERVICE_START,1583916792.970:78,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-hostnamed comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=systemd-hostnamed"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3339,SERVICE_START,1583916792.998:79,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=NetworkManager comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=NetworkManager"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3340,SERVICE_START,1583916793.058:80,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=unattended-upgrades comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=unattended-upgrades"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3341,SERVICE_START,1583916793.070:81,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=vsftpd comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=vsftpd"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3342,SERVICE_START,1583916793.150:82,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=NetworkManager-dispatcher comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=NetworkManager-dispatcher"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3343,SERVICE_START,1583916793.482:83,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=xrdp-sesman comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=xrdp-sesman"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3344,SERVICE_START,1583916793.622:84,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=NetworkManager-wait-online comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=NetworkManager-wait-online"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3345,SERVICE_START,1583916793.630:85,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=whoopsie comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=whoopsie"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3346,SERVICE_START,1583916793.738:86,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=walinuxagent comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=walinuxagent"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3347,SERVICE_START,1583916793.770:87,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=blk-availability comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=blk-availability"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3348,SERVICE_START,1583916793.774:88,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-user-sessions comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=systemd-user-sessions"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3349,SERVICE_START,1583916793.790:89,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=kerneloops comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=kerneloops"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3350,SERVICE_START,1583916793.826:90,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=plymouth-quit-wait comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=plymouth-quit-wait"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3351,SERVICE_STOP,1583916793.826:91,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=plymouth-quit-wait comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=plymouth-quit-wait"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3352,SERVICE_START,1583916793.850:92,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=serial-getty@ttyS0 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=serial-getty@ttyS0"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3353,SERVICE_START,1583916793.870:93,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=speech-dispatcher comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=speech-dispatcher"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3354,SERVICE_START,1583916793.886:94,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=apport comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=apport"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3355,SERVICE_START,1583916793.926:95,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=setvtrgb comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=setvtrgb"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3356,SERVICE_START,1583916794.250:96,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=lxd-containers comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=lxd-containers"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3357,SERVICE_START,1583916794.254:97,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=gdm comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=gdm"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3358,SERVICE_START,1583916794.394:98,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=ssh comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=ssh"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3359,USER_AUTH,1583916794.534:99,"pid=1887 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1887', '0', '4294967295', '4294967295', ""msg='op=PAM:authentication"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3360,USER_ACCT,1583916794.538:100,"pid=1887 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1887', '0', '4294967295', '4294967295', ""msg='op=PAM:accounting"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3361,CRED_ACQ,1583916794.538:101,"pid=1887 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1887', '0', '4294967295', '4294967295', ""msg='op=PAM:setcred"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3362,SERVICE_START,1583916794.734:102,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=xrdp comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=xrdp"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3363,SERVICE_START,1583916794.818:103,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=snapd comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=snapd"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3364,SERVICE_START,1583916794.894:104,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=snapd.seeded comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=snapd.seeded"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3365,USER_ACCT,1583916795.086:105,"pid=1998 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1998', '0', '4294967295', '4294967295', ""msg='op=PAM:accounting"", 'acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3366,CRED_ACQ,1583916795.086:106,"pid=1998 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1998', '0', '4294967295', '4294967295', ""msg='op=PAM:setcred"", 'acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3367,LOGIN,1583916795.086:107,"pid=1998 uid=0 old-auid=4294967295 auid=126 tty=(none) old-ses=4294967295 ses=1 res=1UID=""root"" OLD-AUID=""unset"" AUID=""gdm""",8f45cbf9,"pid=<*> uid=<*> old-auid=<*> auid=<*> tty=(none) old-ses=<*> ses=<*> res=<*>UID=""root"" OLD-AUID=""unset"" <*>","['1998', '0', '4294967295', '126', '4294967295', '1', '1', 'AUID=""gdm""']"
3368,USER_START,1583916795.086:108,"pid=1998 uid=0 auid=126 ses=1 msg='op=PAM:session_open acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""gdm""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1998', '0', '126', '1', ""msg='op=PAM:session_open"", 'acct=""gdm"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""gdm""']"
3369,SERVICE_START,1583916795.286:109,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=apache2 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=apache2"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3370,SERVICE_START,1583916795.474:110,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user@126 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=user@126"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
3371,USER_START,1583916795.478:111,"pid=1887 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_open acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp addr=? terminal=/dev/tty1 res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1887', '0', '4294967295', '4294967295', ""msg='op=PAM:session_open"", 'acct=""gdm"" exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=UbuntuApp', 'terminal=/dev/tty1', 'AUID=""unset""']"
3372,SERVICE_START,1583916795.938:112,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=cloud-config comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",aea20b48,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" <*>","['1', '0', '4294967295', '4294967295', ""msg='unit=cloud-config"", 'comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=?', 'terminal=?', 'AUID=""unset""']"
